id,name,synonyms,category,kcal,fat,protein
771,Mayonnaise,,Fette und Öle/Mayonnaisen,742,81.7,1.1
772,"Mayonnaise, kalorienvermindert",,Fette und Öle/Mayonnaisen,327,34.5,0.9
1682,"Mayonnaise, selbst zubereitet mit Rapsöl",,Fette und Öle/Mayonnaisen,791,86.7,2.4
1135,Mehl (Durchschnitt),,"Getreideprodukte, Hülsenfrüchte und Kartoffeln/Mehle und Stärke",343,1.4,12.4
1136,"Mehl, hell (Durchschnitt)",,"Getreideprodukte, Hülsenfrüchte und Kartoffeln/Mehle und Stärke",344,1.3,12.2
1524,"Mehlomeletten mit Champignonfüllung, zubereitet",,Gerichte/Sonstige salzige/rezente Gerichte,124,6.3,5.3
1525,"Mehlomeletten mit Gemüsefüllung, zubereitet",,Gerichte/Sonstige salzige/rezente Gerichte,137,5.2,5.7
1523,"Mehlomeletten mit Käse, zubereitet",,Gerichte/Sonstige salzige/rezente Gerichte,196,9,10
1695,"Mehlomeletten mit Nutella, zubereitet",,Gerichte/Sonstige süsse Gerichte,259,12.4,7.1
1526,"Mehlomeletten mit Schinken, zubereitet",,Gerichte/Sonstige salzige/rezente Gerichte,157,5.2,9.8
1527,"Mehlomeletten mit Speck, zubereitet",,Gerichte/Sonstige salzige/rezente Gerichte,194,9.5,9.3
1694,"Mehlomeletten mit Zimt und Zucker, zubereitet",,Gerichte/Sonstige süsse Gerichte,178,5.5,7.1
1522,"Mehlomeletten, zubereitet",,Gerichte/Sonstige salzige/rezente Gerichte,166,5.8,7.5
732,"Melasse, Melassesirup",,Süssigkeiten/Konfitüren und süsse Brotaufstriche,274,0,1.2
854,Meringue,,Süssigkeiten/Sonstige Süssigkeiten,400,0.5,5
761,"Miesmuschel, roh",,"Fisch/Meeresfrüchte, Krusten- und Schalentiere",85,2.7,11.7
1194,Milch (Durchschnitt),,Milch und Milchprodukte/Milch,62,3.4,3.3
1185,"Milchkaffee dunkel, ungezuckert",Schale,Milch und Milchprodukte/Milch- und Joghurtgetränke;Alkoholfreie Getränke/Kaffee,16,0.9,0.8
1186,"Milchkaffee hell, ungezuckert",Schale,Milch und Milchprodukte/Milch- und Joghurtgetränke;Alkoholfreie Getränke/Kaffee,22,1.2,1.1
1187,"Milchkaffee, ungezuckert",Schale,Milch und Milchprodukte/Milch- und Joghurtgetränke;Alkoholfreie Getränke/Kaffee,20,1.1,1
1513,"Milchreis, zubereitet (mit teilentrahmter Milch)",,Süssigkeiten/Cremen und Pudding,132,3.5,5.4
1514,"Milchreis, zubereitet (mit Vollmilch)",,Süssigkeiten/Cremen und Pudding,144,5,5.2
195,Milchschokolade,,Süssigkeiten/Schokolade und Kakaoerzeugnisse,537,31.1,6.5
654,Milchschokolade mit Alkoholfüllung,,Süssigkeiten/Schokolade und Kakaoerzeugnisse,488,23,5.4
655,"Milchschokolade mit Crèmefüllung (Gianduja, Nougat)",,Süssigkeiten/Schokolade und Kakaoerzeugnisse,571,38.5,6.9
643,Milchschokolade mit Mandel-Honig-Nougat,,Süssigkeiten/Schokolade und Kakaoerzeugnisse,534,31.4,7
612,Milchschokolade mit Nüssen,,Süssigkeiten/Schokolade und Kakaoerzeugnisse,566,38.1,8.4
641,"Milchschokolade mit Weinbeeren, Nüssen und Mandeln",,Süssigkeiten/Schokolade und Kakaoerzeugnisse,511,29.6,7.5
671,Minestrone,,Gerichte/Eintöpfe und Suppen,53,1.8,2
1087,Minipic Würstchen,,Fleisch- und Wurstwaren/Rohwurstware,460,39.1,26.1
1053,"Mirabelle, gedünstet, abgetropft (ohne Zugabe von Zucker)",,Früchte/Früchte gekocht (inkl. Konserven),65,0.2,0.8
403,"Mirabelle, roh",,Früchte/Früchte frisch,57,0.2,0.7
10545,"Mit Hackfleisch gefüllte Oliven, frittiert",,Salzige Snacks/Sonstige salzige Snacks,320,14,14.1
602,"Molke, süss",Süssmolke,Milch und Milchprodukte/Milch- und Joghurtgetränke,24,0.2,0.8
1039,"Morchel, gedünstet (ohne Zugabe von Fett und Salz)",,Gemüse/Pilze,31,0.4,2.1
457,"Morchel, roh",,Gemüse/Pilze,26,0.3,1.7
819,Mortadella,,Fleisch- und Wurstwaren/Brühwurstware,305,26.6,15.7
717,Mostbröckli,,Fleisch- und Wurstwaren/Rohwurstware,150,1.9,32.6
82,Mozzarella,,Milch und Milchprodukte/Weichkäse;Milch und Milchprodukte/Frischkäse und Quark,253,19.5,18.7
1175,"Mürbeteig (mit Butter), süss, ungebacken",,"Getreideprodukte, Hülsenfrüchte und Kartoffeln/Teige",424,22.9,7.8
909,"Mürbeteig (mit pflanzlichem Fett), süss, ungebacken",,"Getreideprodukte, Hülsenfrüchte und Kartoffeln/Teige",419,22.4,7.8
844,Mütschli,,"Brote, Flocken und Frühstückscerealien/Brote und Brotwaren",254,0.8,8.7
1579,"Nasi Goreng, zubereitet",,Gerichte/Asiatische Gerichte,126,1.9,11
404,"Nektarine, roh",,Früchte/Früchte frisch,51,0.2,0.9
913,Nussgipfel aus Blätterteig,,Süssigkeiten/Sonstige süsse Backwaren,416,26.9,6.6
914,Nussgipfel aus Hefeteig,,Süssigkeiten/Sonstige süsse Backwaren,315,12.6,7.5
372,"Nüsslisalat, roh",Feldsalat;Rapunzelsalat,Gemüse/Gemüse frisch,23,0.4,2
915,Nussschnecke aus Hefeteig,Hefeschnecke,Süssigkeiten/Sonstige süsse Backwaren,442,18.7,12
818,"Ofen-Frites, tiefgekühlt",Ofen-Pommes,"Getreideprodukte, Hülsenfrüchte und Kartoffeln/Kartoffeln",127,4.9,1.8
492,"Olive, grün",,"Nüsse, Samen und Ölfrüchte",126,12.5,1.3
493,"Olive, schwarz",,"Nüsse, Samen und Ölfrüchte",150,14,0.9
591,Olivenöl,,Fette und Öle/Öle,809,89.9,0
405,"Orange, roh",Apfelsine,Früchte/Früchte frisch,44,0.2,1
572,Orangennektar,,Alkoholfreie Getränke/Süssgetränke;Alkoholfreie Getränke/Frucht- und Gemüsesäfte,44,0,0.4
576,Orangensaft,,Früchte/Fruchtsäfte;Alkoholfreie Getränke/Frucht- und Gemüsesäfte,51,0.5,0.5
577,"Orangensaft, angereichert mit Vitamin C",,Früchte/Fruchtsäfte;Alkoholfreie Getränke/Frucht- und Gemüsesäfte,55,0.5,0.5
708,Palmöl - Palmfett,,Fette und Öle/Öle;Fette und Öle/Fette,799,88.8,0
716,Pancetta,,Fleisch- und Wurstwaren/Rohwurstware,467,43,19.5
202,Panettone,,Süssigkeiten/Sonstige süsse Backwaren,354,10.7,6.4
750,Paniermehl,Semmelmehl,"Getreideprodukte, Hülsenfrüchte und Kartoffeln/Mehle und Stärke",370,1.9,14.2
779,Pantli,,Fleisch- und Wurstwaren/Rohwurstware,538,50,21.1
663,Paprika (Gewürz),,"Verschiedenes/Salz, Gewürze und Aromen",358,13,14.8
279,Paranuss,,"Nüsse, Samen und Ölfrüchte",692,66.5,16.6
845,Pariserbrot,Baguette;Parisette,"Brote, Flocken und Frühstückscerealien/Brote und Brotwaren",254,0.9,9
482,Parmesan,Parmiggiano,Milch und Milchprodukte/Hartkäse,374,25.6,36
986,"Passionsfrucht, roh",Maracuja,Früchte/Früchte frisch,92,0.5,2.2
774,Pâté de campagne,,Fleisch- und Wurstwaren/Kochwurstware,391,36.9,13.2
1017,"Peperoni, grün, gedünstet (ohne Zugabe von Fett und Salz)",,Gemüse/Gemüse gekocht (inkl. Konserven),26,0.4,1
359,"Peperoni, grün, roh",,Gemüse/Gemüse frisch,20,0.3,0.8
1018,"Peperoni, rot, gedünstet (ohne Zugabe von Fett und Salz)",,Gemüse/Gemüse gekocht (inkl. Konserven),42,0.5,1.2
360,"Peperoni, rot, roh",,Gemüse/Gemüse frisch,32,0.4,0.9
373,"Petersilie, roh",Peterli,Gemüse/Kräuter,56,0.5,3.9
463,"Pfefferminze, roh",,Gemüse/Kräuter,49,0.7,3.8
13328,"Pferd, Filet, gebraten (ohne Zusatz von Fett und Salz)",,Fleisch und Innereien/Sonstige Tierarten,141,2.6,29.3
685,"Pferd, Filet, roh",,Fleisch und Innereien/Sonstige Tierarten,103,1.9,21.4
1670,"Pferderagout mit Sauce, zubereitet",Voressen,Gerichte/Sonstige salzige/rezente Gerichte,94,3.3,12.7
624,"Pfirsich, gezuckert (Konserve)",,Früchte/Früchte gekocht (inkl. Konserven),83,0.2,0.4
401,"Pfirsich, roh",,Früchte/Früchte frisch,48,0.2,0.5
625,"Pfirsich, ungezuckert (Konserve)",,Früchte/Früchte gekocht (inkl. Konserven),48,0.2,0.5
1054,"Pflaume, gedünstet, abgetropft (ohne Zugabe von Zucker)",,Früchte/Früchte gekocht (inkl. Konserven),59,0.2,0.7
475,"Pflaume, getrocknet",Dörrpflaume;Backpflaume,Früchte/Früchte getrocknet,204,0.3,2.5
474,"Pflaume, roh",,Früchte/Früchte frisch,48,0.2,0.6
1528,"Pflaumenkuchen, gebacken (mit Blätterteig)",Pflaumenwähe,"Süssigkeiten/Kuchen, Torten und Cake;Gerichte/Kuchen und Gratins",137,6.9,2.5
1530,"Pflaumenkuchen, gebacken (mit Kuchenteig)",,"Süssigkeiten/Kuchen, Torten und Cake;Gerichte/Kuchen und Gratins",129,4.8,2.9
1129,"Pilz (Durchschnitt), gedünstet (ohne Zugabe von Fett und Salz)",,Gemüse/Pilze,31,0.5,2.9
1128,"Pilz (Durchschnitt), roh",,Gemüse/Pilze,25,0.4,2.4
1585,"Pilzrisotto, gekocht",,Gerichte/Sonstige salzige/rezente Gerichte,126,3.6,4
683,"Pilzsauce, gebunden",,Verschiedenes/Saucen,82,4,3.6
688,Pilzsuppe,,Gerichte/Eintöpfe und Suppen,38,1.2,1.1
283,Pinienkerne,,"Nüsse, Samen und Ölfrüchte",594,44.9,31.6
274,Pistazie,,"Nüsse, Samen und Ölfrüchte",580,45.4,20.3
1532,"Pizza al tonno, gebacken",Pizza mit Thon,Gerichte/Italienische Gerichte,227,7.7,12.2
1533,"Pizza Calzone, gebacken",,Gerichte/Italienische Gerichte,226,7.8,11.5
1534,"Pizza Hawaii, gebacken",,Gerichte/Italienische Gerichte,195,6.4,9.5
1535,"Pizza Margherita, gebacken",,Gerichte/Italienische Gerichte,238,8.4,9.9
1540,"Pizza mit Gemüse, gebacken",,Gerichte/Italienische Gerichte,124,3.1,5.6
1536,"Pizza mit Mascarpone und Rucola, gebacken",,Gerichte/Italienische Gerichte,240,9.9,9.6
1537,"Pizza Prosciutto e Funghi, gebacken",Pizza mit Schinken und Pilzen,Gerichte/Italienische Gerichte,205,7,10.6
1538,"Pizza Prosciutto, gebacken",Pizza mit Schinken,Gerichte/Italienische Gerichte,219,6.5,10.6
1539,"Pizza Quattro Formaggi, gebacken",,Gerichte/Italienische Gerichte,297,10.3,12.9
907,"Pizzateig (mit Olivenöl), ungebacken",,"Getreideprodukte, Hülsenfrüchte und Kartoffeln/Teige",229,3.6,7
13319,"Plätzli (Durchschnitt aus Geflügel, Kalb, Rind, Schwein), gebraten (ohne Zusatz von Fett und Salz)",,Fleisch und Innereien,155,3.7,30.4
1101,"Plätzli (Durchschnitt aus Rind, Kalb, Schwein, Geflügel), roh ",,Fleisch und Innereien/Kalb;Fleisch und Innereien/Rind;Fleisch und Innereien/Schwein;Fleisch und Innereien/Geflügel,114,2.7,22.2
10546,"Polenta nera (aus Maisgriess und Buchweizenmehl), gekocht",,"Getreideprodukte, Hülsenfrüchte und Kartoffeln/Mais",103,3.4,4.6
12982,Pommes Chips,,Salzige Snacks/Chips,537,34.7,4.9
12983,Pommes Chips fettreduziert,,Salzige Snacks/Chips,467,21.9,5.9
10450,"Pommes Frites (im Ofen gebacken), ungesalzen",Ofen-Pommes,"Getreideprodukte, Hülsenfrüchte und Kartoffeln/Kartoffeln",230,8.9,3.3
10449,"Pommes Frites (in HO Sonnenblumenöl fritiert), ungesalzen",,"Getreideprodukte, Hülsenfrüchte und Kartoffeln/Kartoffeln",285,15.3,3.2
424,Popcorn,Puffmais,Salzige Snacks/Sonstige salzige Snacks,367,4.2,12
516,"Portwein, 18.5 vol%",Porto,Alkoholhaltige Getränke/Wein,152,0,0.2
21,"Poulet, Brust, mit Haut, roh (Frankreich)",,Fleisch und Innereien/Geflügel,126,3.3,24
20,"Poulet, Brust, mit Haut, roh (Schweiz)",,Fleisch und Innereien/Geflügel,152,6.5,23.3
23,"Poulet, Brust, ohne Haut, roh (Frankreich)",,Fleisch und Innereien/Geflügel,109,0.9,25.2
22,"Poulet, Brust, ohne Haut, roh (Schweiz)",,Fleisch und Innereien/Geflügel,107,1,24.6
13276,"Poulet, Brust, Schnitzel oder Geschnetzeltes, gebraten (ohne Zusatz von Fett und Salz)",,Fleisch und Innereien/Geflügel,131,1.5,28.9
680,"Poulet, Brust, Schnitzel, roh",Geschnetzeltes,Fleisch und Innereien/Geflügel,105,1.2,23.1
13309,"Poulet, ganz, mit Haut, gebraten (ohne Zusatz von Fett und Salz)",,Fleisch und Innereien/Geflügel,224,13.7,25.1
711,"Poulet, ganz, mit Haut, roh",,Fleisch und Innereien/Geflügel,168,10.3,18.8
13310,"Poulet, Schenkel, mit Haut, gebraten (ohne Zusatz von Fett und Salz)",,Fleisch und Innereien/Geflügel,218,13.6,23.9
712,"Poulet, Schenkel, mit Haut, roh",,Fleisch und Innereien/Geflügel,184,12.6,17.6
25,"Poulet, Schenkel, mit Haut, roh (Frankreich)",,Fleisch und Innereien/Geflügel,145,7.5,19.4
24,"Poulet, Schenkel, mit Haut, roh (Schweiz)",,Fleisch und Innereien/Geflügel,163,10.2,17.9
27,"Poulet, Schenkel, ohne Haut, roh (Frankreich)",,Fleisch und Innereien/Geflügel,121,4.3,20.6
26,"Poulet, Schenkel, ohne Haut, roh (Schweiz)",,Fleisch und Innereien/Geflügel,135,6.2,19.7
987,"Preiselbeere, roh",Moosbeere,Früchte/Früchte frisch,40,0.5,0.3
874,Prussien,Palmiers,Süssigkeiten/Guetzli,438,22.4,4.7
806,"Pudding, Caramel",Flan,Süssigkeiten/Cremen und Pudding,125,2.1,3.4
810,"Pudding, Schokolade",Flan,Süssigkeiten/Cremen und Pudding,121,2.6,3
809,"Pudding, Vanille",Flan,Süssigkeiten/Cremen und Pudding,101,2,2.8
571,"Quark, nature, halbfett",,Milch und Milchprodukte/Frischkäse und Quark,99,5,9.6
71,"Quark, nature, mager",,Milch und Milchprodukte/Frischkäse und Quark,62,0.2,10.8
70,"Quark, nature, Rahm",,Milch und Milchprodukte/Frischkäse und Quark,183,15.6,7
1182,"Quarkblätterteig (mit Butter), ungebacken",,"Getreideprodukte, Hülsenfrüchte und Kartoffeln/Teige",401,28.3,7.1
1181,"Quarkblätterteig (mit pflanzlichem Fett), ungebacken",,"Getreideprodukte, Hülsenfrüchte und Kartoffeln/Teige",396,27.7,7.1
1542,"Quiche Lorraine, gebacken (mit Blätterteig)",,Gerichte/Kuchen und Gratins,305,24.9,8.5
1541,"Quiche Lorraine, gebacken (mit Kuchenteig)",,Gerichte/Kuchen und Gratins,293,21.9,9
1055,"Quitte, gekocht, abgetropft (ohne Zugabe von Zucker)",,Früchte/Früchte gekocht (inkl. Konserven),51,0.2,0.4
476,"Quitte, roh",,Früchte/Früchte frisch,41,0.2,0.3
532,Raclettekäse,,Milch und Milchprodukte/Hartkäse,359,27.9,26.4
456,"Radieschen, roh",,Gemüse/Gemüse frisch,16,0.1,1
1195,Rahm (Durchschnitt),,Fette und Öle/Rahm;Milch und Milchprodukte/Rahm und Butter,252,25.4,2.4
694,"Rahmglace, Frucht",Rahmeis,Süssigkeiten/Glacen auf Milchbasis,185,8,3.5
953,Rahmkaramellen,Rahmbonbons,"Süssigkeiten/Bonbons, Frucht- und Kaugummi",351,3.6,0.4
1019,"Rande, gedämpft (ohne Zugabe von Salz)",Rote Beete,Gemüse/Gemüse gekocht (inkl. Konserven),57,0.1,1.9
451,"Rande, roh",Rote Beete,Gemüse/Gemüse frisch,46,0.1,1.5
600,Rapsöl,,Fette und Öle/Öle,809,89.9,0
1069,"Rapsöl HOLL (high oleic, low linolenic)",,Fette und Öle/Öle,810,90,0
1665,"Ratatouille, zubereitet",,Gemüse/Gemüse gekocht (inkl. Konserven),48,2.1,1.5
1203,Rauchsalami,,Fleisch- und Wurstwaren/Rohwurstware,513,47,21.4
533,Reblochon,,Milch und Milchprodukte/Weichkäse,308,25.2,20.3
488,"Reh (Durchschnitt), roh",,Fleisch und Innereien/Wild,122,3.6,22.4
28,"Reh, Ragout, roh",Rehpfeffer,Fleisch und Innereien/Wild,105,1.9,22
29,"Reh, Schnitzel, roh",,Fleisch und Innereien/Wild,105,1.7,22.5
1196,Reibkäse,,Milch und Milchprodukte/Hartkäse,396,29.4,32.3
1065,"Reis parboiled, gekocht in Salzwasser (unjodiert)",,"Getreideprodukte, Hülsenfrüchte und Kartoffeln/Reis",119,0.2,2.4
419,"Reis parboiled, trocken",,"Getreideprodukte, Hülsenfrüchte und Kartoffeln/Reis",349,0.6,6.9
1066,"Reis poliert, gekocht in Salzwasser (unjodiert)",,"Getreideprodukte, Hülsenfrüchte und Kartoffeln/Reis",115,0.2,2.2
427,"Reis poliert, trocken",,"Getreideprodukte, Hülsenfrüchte und Kartoffeln/Reis",348,0.6,6.6
1067,"Reis unpoliert, gekocht in Salzwasser (unjodiert)",Vollkornreis,"Getreideprodukte, Hülsenfrüchte und Kartoffeln/Reis",135,1.1,2.8
428,"Reis unpoliert, trocken",Vollkornreis,"Getreideprodukte, Hülsenfrüchte und Kartoffeln/Reis",357,2.8,7.5
361,"Rettich, roh",,Gemüse/Gemüse frisch,18,0.3,0.6
362,"Rhabarber, roh",,Früchte/Früchte frisch,12,0.1,0.6
1547,"Rhabarberkuchen, gebacken (mit Blätterteig)",Rhabarberwähe,"Süssigkeiten/Kuchen, Torten und Cake;Gerichte/Kuchen und Gratins",113,6.8,2.5
1548,"Rhabarberkuchen, gebacken (mit Kuchenteig)",Rhabarberwähe,"Süssigkeiten/Kuchen, Torten und Cake;Gerichte/Kuchen und Gratins",105,4.7,2.9
1020,"Riesenkürbis, gedämpft (ohne Zugabe von Salz)",,Gemüse/Gemüse gekocht (inkl. Konserven),23,0.1,0.6
480,"Riesenkürbis, roh",,Gemüse/Gemüse frisch,23,0.1,0.6
1072,"Rind, Brust, gekocht (ohne Zugabe von Fett und Salz)",,Fleisch und Innereien/Rind,313,20.8,31.5
719,"Rind, Brust, roh",,Fleisch und Innereien/Rind,188,12.5,18.9
640,"Rind, Eckstück, roh",Plätzli,Fleisch und Innereien/Rind,111,2.3,22.6
13258,"Rind, Entrecôte, medium"" gebraten (ohne Zusatz von Fett und Salz)""",,Fleisch und Innereien/Rind,183,6.2,31.8
720,"Rind, Entrecôte, roh",,Fleisch und Innereien/Rind,138,5.4,22.3
30,"Rind, Entrecôte, roh (Schweiz)",,Fleisch und Innereien/Rind,133,4.5,23.2
31,"Rind, Entrecôte, roh (USA)",,Fleisch und Innereien/Rind,210,13.7,21.7
13262,"Rind, Filet, medium"" gebraten (ohne Zustatz von Fett und Salz)""",,Fleisch und Innereien/Rind,141,2.7,29.2
639,"Rind, Filet, roh",,Fleisch und Innereien/Rind,106,2,21.9
13297,"Rind, Gehacktes, gebraten (ohne Zusatz von Fett und Salz)",Hackfleisch,Fleisch und Innereien/Rind,244,11.9,34.3
6,"Rind, Gehacktes, roh",Hackfleisch,Fleisch und Innereien/Rind,154,7.5,21.6
37,"Rind, Geschnetzeltes, roh",,Fleisch und Innereien/Rind,102,1.5,22.2
648,"Rind, Hals, roh",Voressen;Gulasch,Fleisch und Innereien/Rind,149,8,19.3
32,"Rind, Hohrücken, roh (Schweiz)",,Fleisch und Innereien/Rind,165,9,21.1
33,"Rind, Hohrücken, roh (USA)",,Fleisch und Innereien/Rind,218,15.7,19.3
657,"Rind, Leber, roh",,Fleisch und Innereien/Rind,138,3.9,20.5
34,"Rind, Runder Mocken, roh",Saftplätzli,Fleisch und Innereien/Rind,106,1.8,22.4
1075,"Rind, Schulter, Braten medium"", im Ofen gebraten (ohne Zugabe von Fett und Salz)""",,Fleisch und Innereien/Rind,162,4.7,30
1074,"Rind, Schulter, Braten rare"", im Ofen gebraten (ohne Zugabe von Fett und Salz)""",,Fleisch und Innereien/Rind,150,4.4,27.7
1076,"Rind, Schulter, Braten well done"", im Ofen gebraten (ohne Zugabe von Fett und Salz)""",,Fleisch und Innereien/Rind,189,5.5,34.8
638,"Rind, Schulter, Braten, roh",,Fleisch und Innereien/Rind,117,3.4,21.6
35,"Rind, Siedfleisch, durchzogen,  roh",,Fleisch und Innereien/Rind,227,16.6,19.5
13291,"Rind, Siedfleisch, durchzogen, gekocht (ohne Zusatz von Fett und Salz)",,Fleisch und Innereien/Rind,289,17.7,32.5
13292,"Rind, Siedfleisch, mager, gekocht (ohne Zusatz von Fett and Salz)",,Fleisch und Innereien/Rind,221,9.2,34.5
36,"Rind, Siedfleisch, mager, roh",,Fleisch und Innereien/Rind,132,5.5,20.7
38,"Rind, Voressen, roh",Ragout,Fleisch und Innereien/Rind,96,1.3,21.2
656,"Rind, Zunge, roh",,Fleisch und Innereien/Rind,196,13,16
1103,"Rindfleisch (Durchschnitt exkl. Innereien, Rippensteak), roh",,Fleisch und Innereien/Rind,134,5.4,21.4
1672,"Rindsragout mit Sauce, zubereitet",Voressen,Gerichte/Sonstige salzige/rezente Gerichte,91,3,12.6
701,"Rippli (Nierstück), roh",,Fleisch- und Wurstwaren/Kochwurstware,154,7.3,21.7
1584,"Risotto ohne Käse, gekocht",,"Getreideprodukte, Hülsenfrüchte und Kartoffeln/Reis",123,1.4,2.2
1189,"Ristretto crème, ungezuckert",,Alkoholfreie Getränke/Kaffee,47,4.3,0.8
1677,"Riz Casimir mit Kalbfleisch, zubereitet",,Gerichte/Sonstige salzige/rezente Gerichte,124,3.3,6.9
1675,"Riz Casimir mit Poulet, zubereitet",,Gerichte/Sonstige salzige/rezente Gerichte,126,3.3,7.5
830,Roggenbrot mit Sauerteig,,"Brote, Flocken und Frühstückscerealien/Brote und Brotwaren",210,1,5.2
748,"Roggenmehl, halbweiss, Typ 815",,"Getreideprodukte, Hülsenfrüchte und Kartoffeln/Mehle und Stärke",337,1.2,7.1
752,"Roggenmehl, Ruch, Typ 1050",,"Getreideprodukte, Hülsenfrüchte und Kartoffeln/Mehle und Stärke",333,1.5,7.5
749,"Roggenmehl, Vollkorn, Schrot, Typ 1800",,"Getreideprodukte, Hülsenfrüchte und Kartoffeln/Mehle und Stärke",325,1.7,8.5
846,Roggenschrotbrot,,"Brote, Flocken und Frühstückscerealien/Brote und Brotwaren",228,1.2,6.2
707,Rohessspeck,"Bauernspeck;Bauernspeck, roh, geräuchert",Fleisch- und Wurstwaren/Rohwurstware,400,34.3,22.1
1117,Rohpökelwaren (Durchschnitt),,Fleisch- und Wurstwaren/Rohwurstware,304,21.1,28.1
693,Rohschinken,,Fleisch- und Wurstwaren/Rohwurstware,229,11.5,31
1115,Rohwürste mit abgebrochener Reifung (Durchschnitt),,Fleisch- und Wurstwaren/Rohwurstware,369,33.8,15.6
1114,Rohwürste/Dauerwürste (Durchschnitt),,Fleisch- und Wurstwaren/Rohwurstware,454,40.5,22
429,Rollgerste,Gerstengraupen,"Getreideprodukte, Hülsenfrüchte und Kartoffeln/Sonstige Getreideprodukte",344,1.4,9.6
805,Rollmops,"Hering, sauer",Fisch/Fischerzeugnisse,270,15.9,12
718,Rollschinken,,Fleisch- und Wurstwaren/Kochwurstware,181,10.6,20.3
13333,"Rollschinken, gekocht (ohne Zusatz von Fett und Salz)",,Fleisch- und Wurstwaren/Sonstige Fleisch- und Wurstwaren,227,13.3,25.4
484,Roquefort,,Milch und Milchprodukte/Hartkäse,361,31.7,18.7
1021,"Rosenkohl, gedämpft (ohne Zugabe von Salz)",,Gemüse/Gemüse gekocht (inkl. Konserven),42,0.5,3.8
363,"Rosenkohl, roh",,Gemüse/Gemüse frisch,43,0.5,4
477,"Rosine, getrocknet",Weinbeere;Sultanine,Früchte/Früchte getrocknet,298,0.6,2.5
462,"Rosmarin, roh",,Gemüse/Kräuter,62,2.5,0.8
858,"Rösti, Fertigprodukt",,"Getreideprodukte, Hülsenfrüchte und Kartoffeln/Kartoffeln",117,3.6,2
1022,"Rotkohl, gedünstet (ohne Zugabe von Fett und Salz)",Rotkraut;Blaukraut,Gemüse/Gemüse gekocht (inkl. Konserven),28,0.3,1.3
364,"Rotkohl, roh",Rotkraut;Blaukraut,Gemüse/Gemüse frisch,30,0.3,1.4
829,Ruchbrot,,"Brote, Flocken und Frühstückscerealien/Brote und Brotwaren",234,1.2,9.5
468,"Rucola, roh",Rauke,Gemüse/Gemüse frisch,28,0.7,2.6
916,Rüeblitorte,Rüeblikuchen;Rüeblicake,"Süssigkeiten/Kuchen, Torten und Cake",291,16,9.8
1604,"Rührei mit Champignons, zubereitet",,Gerichte/Sonstige salzige/rezente Gerichte,128,9.3,9.4
1605,"Rührei mit Käse, zubereitet",,Gerichte/Sonstige salzige/rezente Gerichte,159,11.9,11.6
1603,"Rührei mit Kräutern, zubereitet",,Gerichte/Sonstige salzige/rezente Gerichte,143,10.4,10.3
1606,"Rührei mit Schinken, zubereitet",,Gerichte/Sonstige salzige/rezente Gerichte,146,10,12.7
1602,"Rührei, zubereitet",,Gerichte/Sonstige salzige/rezente Gerichte,149,11.2,10.8
901,"Rührteigcake Gleichschwer""""",,"Süssigkeiten/Kuchen, Torten und Cake",431,24.8,6.7
1607,"Russischer Salat, zubereitet",,Gerichte/Salate,198,15.9,2.5
875,"Sablé, Butter",,Süssigkeiten/Guetzli,475,26.2,5.9
783,Salametti,,Fleisch- und Wurstwaren/Rohwurstware,342,31.3,14.8
1094,Salami (Billiglinie),,Fleisch- und Wurstwaren/Rohwurstware,422,37.1,22
1091,Salami Typ Nostrano,,Fleisch- und Wurstwaren/Rohwurstware,367,30.1,24.1
1201,Salatsauce französisch (mit Rapsöl),,Fette und Öle/Salatsaucen,446,46.9,0.7
1200,Salatsauce italienisch (mit Olivenöl),,Fette und Öle/Salatsaucen,472,50.6,0.3
461,"Salbei, roh",,Gemüse/Kräuter,58,2,1.7
1089,Salsiz,,Fleisch- und Wurstwaren/Rohwurstware,415,34.9,25.2
1687,"Saltimbocca, gebraten in HOLL-Rapsöl",,Fleisch und Innereien/Kalb,230,12.1,30.2
1170,"Samen, Kerne, Nüsse (Durchschnitt), ungesalzen",,"Nüsse, Samen und Ölfrüchte",600,50.6,20.3
10562,Samosa frittiert,,Gerichte/Asiatische Gerichte,342,20.4,6.3
10561,Samosa gebacken,,Gerichte/Asiatische Gerichte,310,15.8,6.7
1551,Sandwich (Baguette) mit Aufschnitt,,Gerichte/Sandwiches,152,6.6,5
1505,Sandwich (Baguette) mit Fleischkäse,,Gerichte/Sandwiches,220,9.4,7.9
1559,Sandwich (Baguette) mit Halbhartkäse,,Gerichte/Sandwiches,179,7.6,6.8
1561,Sandwich (Baguette) mit Mozzarella,,Gerichte/Sandwiches,163,6.2,5.8
1549,Sandwich (Baguette) mit Rohschinken,,Gerichte/Sandwiches,164,5.7,8.8
1555,Sandwich (Baguette) mit Salami,,Gerichte/Sandwiches,157,6.4,5.8
1557,Sandwich (Baguette) mit Schinken,,Gerichte/Sandwiches,131,3.7,6.3
1553,Sandwich (Baguette) mit Trockenfleisch,,Gerichte/Sandwiches,141,3.9,7.2
1521,Sandwich (Baguette) mit Weichkäse,,Gerichte/Sandwiches,182,7.6,6.3
1552,Sandwich (Ruchbrot) mit Aufschnitt,,Gerichte/Sandwiches,143,6.4,5.3
1506,Sandwich (Ruchbrot) mit Fleischkäse,,Gerichte/Sandwiches,210,9.5,8.1
1560,Sandwich (Ruchbrot) mit Halbhartkäse,,Gerichte/Sandwiches,172,7.7,7
